case_id,case_type,legal_regime,ipc_sections,num_ipc_sections,bns_sections,num_bns_sections,cpc_sections,num_cpc_sections,max_severity_score,immediate_threat_flag,societal_impact_score,priority_score,case_date,case_age_days,num_precedents,total_words,priority_category,priority_explanation
Parshavanath_Charitable_Trust_Ors_vs_All_India_Council_For_Tech_Edu_Ors_on_13_December_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,0,10959,Low,Civil case
Patasi_Devi_vs_State_Of_Haryana_Ors_on_29_August_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,1,4433,Low,Criminal case
Pathan_Hussain_Basha_vs_State_Of_A_P_on_16_August_2012_1,criminal,IPC,"304b,498a",2,"80,86",2,,0,9,0,3,4.65,19-11-1986,14476.0,1,5388,Medium,Criminal case; 2 IPC sections involved; Pending for 39 years
Payal_Vision_Ltd_vs_Radhika_Choudhary_on_20_September_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,1,4083,Low,Civil case
Ponnala_Lakshmaiah_vs_Kommuri_Pratap_Reddy_Ors_on_6_July_2012_1,civil,IPC,,0,,0,7,1,3,0,3,3.05,,,3,7039,Low,Civil case; 1 CPC sections involved
Pradeep_Kumar_Sharma_vs_U_P_F_C_Rajpur_Road_Dehradun_Ors_on_19_October_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,0,2499,Low,Civil case
Prakash_Chandra_vs_Narayan_on_23_April_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,1,2304,Low,Civil case
Prandas_vs_The_State_on_14_March_1950_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,15-8-1948,28451.0,0,3214,Low,Criminal case; Pending for 77 years
Pratapbhai_Hamirbhai_Solanki_vs_State_Of_Gujarat_Anr_on_12_October_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,0,5791,High,Criminal case
Praveen_Pradhan_vs_State_Of_Uttranchal_Anr_on_4_October_2012_1,criminal,IPC,"107,306",2,"45,108",2,,0,4,0,1,2.4,,,8,3562,Low,Criminal case; 2 IPC sections involved; High legal complexity
Premji_Nathu_vs_State_Of_Gujarat_Anr_on_9_April_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,4,4356,Low,Civil case
Pritam_Singh_vs_The_State_on_5_May_1950_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,2500,Low,Criminal case
Priya_Gupta_vs_State_Of_Chhattisgarh_Ors_on_8_May_2012_1,civil,IPC,,0,,0,,0,3,0,3,2.55,11/1/2006,7483.0,1,14258,Low,Civil case; Pending for 20 years
Province_Of_Bombay_vs_Kusaldas_S_Advani_And_Others_on_15_September_1950_1,civil,IPC,,0,,0,,0,3,1,3,6.05,,,0,49617,High,Civil case
Pudhu_Raja_Anr_vs_State_Tr_Insp_Of_Police_on_19_September_2012_1,criminal,IPC,302,1,103,1,,0,10,1,1,7.5,,,2,4188,High,Criminal case; 1 IPC sections involved
Pushpanjali_Sahu_vs_State_Of_Orissa_Anr_on_18_September_2012_1,criminal,IPC,"324,452",2,"118,333",2,,0,4,1,4,6.9,,,1,4235,High,Criminal case; 2 IPC sections involved
P_A_Mohammed_Riyas_vs_M_K_Raghavan_Ors_on_27_April_2012_1,civil,IPC,,0,,0,,0,3,0,1,1.55,14-4-2009,6294.0,3,5579,Very Low,Civil case; Pending for 17 years
P_Sanjeeva_Rao_vs_State_Of_A_P_on_2_July_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,3942,Low,Criminal case
Rachpal_Mahraj_vs_Bhagwandas_Darukaand_Others_on_5_May_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,1746,Low,Civil case
Radhakrishna_Nagesh_vs_State_Of_A_P_on_13_December_2012_1,criminal,IPC,"375,376",2,"63,65",2,,0,10,1,3,8.5,,,2,10849,Critical,Criminal case; 2 IPC sections involved
Raheja_Universal_Limited_vs_Nrc_Limited_And_Ors_on_7_February_2012_1,civil,IPC,,0,,0,,0,3,1,3,5.55,12/12/2007,6783.0,8,21094,Medium,Civil case; Pending for 18 years; High legal complexity
Rai_Sandeep_Deepu_vs_State_Of_Nct_Of_Delhi_on_7_August_2012_1,criminal,IPC,,0,,0,,0,3,0,2,2.55,,,2,7287,Low,Criminal case
Rajan_Purohit_Ors_vs_Raj_Univ_Of_Health_Science_Ors_on_30_August_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,0,17866,Medium,Civil case
Raja_Kamala_Ranjan_Roy_vs_Baijnath_Bajoria_on_1_December_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,4238,Low,Civil case
Rajendra_Pralhadrao_Wasnik_vs_The_State_Of_Mahrashtra_on_29_February_2012_1,criminal,IPC,"302,377",2,103,1,,0,10,1,3,8.5,,,4,6961,Critical,Criminal case; 2 IPC sections involved
Rajesh_Awasthi_vs_Nand_Lal_Jaiswal_Ors_on_19_October_2012_1,civil,IPC,,0,,0,,0,3,1,5,7.05,,,9,9349,High,Civil case; High legal complexity
Rajesh_Talwar_vs_C_B_I_Ors_on_2_March_2012_1,criminal,IPC,"193,201,307",3,"229,238,109",3,,0,8,1,5,8.3,24-11-2004,7896.0,1,14522,Critical,Criminal case; 3 IPC sections involved; Pending for 21 years
Rajoo_Ramakant_vs_State_Of_M_P_on_9_August_2012_1,criminal,IPC,,0,,0,,0,3,1,4,6.55,,,1,2597,High,Criminal case
Raju_Balachandran_Ors_vs_State_Of_Tamil_Nadu_on_27_November_2012_1,criminal,IPC,326,1,118,1,,0,6,1,1,6.1,,,2,4638,High,Criminal case; 1 IPC sections involved
Rakesh_Kapoor_vs_State_Of_H_P_on_22_November_2012_1,criminal,IPC,"109,149,161,272,302,328",6,"49,190,274,103,123",5,,0,10,1,5,9.5,,,0,3770,Critical,Criminal case; 6 IPC sections involved
Rameshbhai_Dabhai_Naika_vs_State_Of_Gujarat_Ors_on_18_January_2012_1,criminal,IPC,,0,,0,,0,3,1,3,5.55,23/6/1961,23756.0,8,12133,Medium,Criminal case; Pending for 65 years; High legal complexity
Rameshkumar_Agarwal_vs_Rajmala_Exports_P_Ltd_Ors_on_30_March_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,2674,Low,Civil case
Ramesh_Ahluwalia_vs_State_Of_Punjab_Ors_on_13_September_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,0,3590,Low,Civil case
Ramesh_Harijan_vs_State_Of_U_P_on_21_May_2012_1,criminal,IPC,"302,376",2,"103,65",2,,0,10,0,1,4.5,,,22,5233,Medium,Criminal case; 2 IPC sections involved; High legal complexity
Ramnaresh_Ors_vs_State_Of_Chhattisgarh_on_28_February_2012_1,criminal,IPC,"302,34,376",3,"103,3,65",3,,0,10,1,3,8.0,31-7-2007,6917.0,1,14221,Critical,Criminal case; 3 IPC sections involved; Pending for 18 years
Rampal_Singh_vs_State_Of_U_P_on_24_July_2012_1,criminal,IPC,304,1,105,1,,0,9,1,1,7.15,,,4,7130,High,Criminal case; 1 IPC sections involved
Ram_Dhari_Jindal_Memorial_Trust_vs_Union_Of_India_Ors_on_21_March_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,5,5929,Low,Civil case
Ram_Gopal_vs_Nand_Lal_And_Others_on_14_November_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,5817,Low,Civil case
Ram_Karan_Gupta_vs_J_S_Exim_Ltd_Ors_on_3_December_2012_1,civil,IPC,,0,,0,21,1,3,0,3,3.05,,,4,5097,Low,Civil case; 1 CPC sections involved
Ram_Krishna_Ramnath_Agarwalof_Kamptee_vs_Secretary_Municipal_on_14_March_1950_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,0,4002,Low,Criminal case
Ranjan_Dwivedi_vs_C_B_I_Tr_Director_General_on_17_August_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,1,8730,High,Criminal case
Rashid_Ahmed_vs_The_Municipal_Board_Kairana_The_Union_on_19_May_1950_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,2237,Low,Criminal case
Rashid_Kapadia_vs_Medha_Gadgil_Ors_on_25_July_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,20-07-2011,5467.0,0,1441,Low,Criminal case; Pending for 14 years
Rashmi_Rekha_Thatoi_Anr_vs_State_Of_Orissa_Ors_on_4_May_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,4,6317,High,Criminal case
Rashtriya_Ispat_Nigam_Ltd_vs_M_S_Dewan_Chand_Ram_Saran_on_25_April_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,1,6572,Low,Civil case
Ratnagiri_Gas_Power_Pvt_Ltd_vs_Rds_Projects_Ltd_Ors_on_18_October_2012_1,civil,IPC,,0,,0,,0,3,0,5,3.55,17/10/2011,5378.0,5,12985,Low,Civil case; Pending for 14 years
Rattiram_Ors_vs_State_Of_M_P_Tr_Insp_Of_Police_on_17_February_2012_1,criminal,IPC,"148,149,302,323,354,448",6,"191,190,103,115,74,329",6,,0,10,1,3,8.5,,,20,12041,Critical,Criminal case; 6 IPC sections involved; High legal complexity
Ravi_Kapur_vs_State_Of_Rajasthan_on_16_August_2012_1,criminal,IPC,"279,299,300,302,304",5,"281,100,101,103,105",5,,0,10,1,3,8.5,,,2,12424,Critical,Criminal case; 5 IPC sections involved
Ravi_Yashwant_Bhoir_vs_The_Collector_District_Raigad_Ors_on_2_March_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,46,11991,Medium,Civil case; High legal complexity
Registrar_General_Patna_High_Court_vs_Pandey_Gajendra_Prasad_Ors_on_11_May_2012_1,criminal,IPC,,0,,0,,0,3,1,4,6.55,,,0,5487,High,Criminal case
Rev_Mother_Marykutty_vs_Reni_C_Kottaram_Anr_on_12_October_2012_1,civil,IPC,,0,,0,,0,3,1,1,5.05,,,0,3777,Medium,Civil case
Re_Ramlila_Maidan_Incident_Dt_vs_Home_Secretary_And_Ors_on_23_February_2012_1,criminal,IPC,"149,188",2,"190,223",2,,0,4,1,5,7.4,36/1/2010,,31,57162,High,Criminal case; 2 IPC sections involved; High legal complexity
Ritesh_Sinha_vs_State_Of_U_P_Anr_on_7_December_2012_1,criminal,IPC,,0,,0,,0,3,1,3,5.55,7/12/2009,6057.0,6,20434,Medium,Criminal case; Pending for 16 years; High legal complexity
Rohitash_Kumar_Ors_vs_Om_Prakash_Sharma_Ors_on_6_November_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,34,4717,Low,Criminal case; High legal complexity
Rohtash_vs_State_Of_Haryana_on_22_May_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,2,3156,Low,Criminal case
Romesh_Thappar_vs_The_State_Of_Madras_on_26_May_1950_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,0,4440,High,Criminal case
Roy_Fernandes_vs_State_Of_Goa_Ors_on_1_February_2012_1,criminal,IPC,"149,34",2,"190,3",2,,0,4,1,1,5.4,,,8,7148,Medium,Criminal case; 2 IPC sections involved; High legal complexity
Rushikesh_Tanaji_Bhoite_vs_State_Of_Maharashtra_Ors_on_4_January_2012_1,criminal,IPC,,0,,0,,0,3,0,1,1.55,13/05/2011,5535.0,2,2067,Very Low,Criminal case; Pending for 15 years
R_C_Chandel_vs_High_Court_Of_M_P_Anr_on_8_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,14 February 1996,11102.0,1,7087,Low,Criminal case; Pending for 30 years
R_Mohan_vs_A_K_Vijaya_Kumar_on_3_July_2012_1,criminal,IPC,,0,,0,,0,3,0,1,1.55,15/12/2011,5319.0,1,4319,Very Low,Criminal case; Pending for 14 years
Sadhupati_Nageswara_Rao_vs_State_Of_A_P_on_3_August_2012_1,criminal,IPC,"405,406,409,420",4,"316,316,316,318",4,,0,5,0,1,2.75,,,1,2877,Low,Criminal case; 4 IPC sections involved
Saeed_Zakir_Hussain_Malik_vs_State_Of_Maharashtra_Ors_on_9_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,3-8-1990,13123.0,2,4661,Low,Criminal case; Pending for 35 years
Sahabuddin_Anr_vs_State_Of_Assam_on_13_December_2012_1,criminal,IPC,"302,34",2,"103,3",2,,0,10,0,3,5.0,10/9/2001,9067.0,3,7587,Medium,Criminal case; 2 IPC sections involved; Pending for 24 years
Sahadevan_Anr_vs_State_Of_T_Nadu_on_8_May_2012_1,criminal,IPC,"120b,302,304",3,"61,103,105",3,,0,10,1,3,8.5,,,0,8266,Critical,Criminal case; 3 IPC sections involved
Sahara_India_Real_Estate_Corp_Ltd_Ors_vs_Securities_Exch_Board_Of_India_Anr_on_11_September_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,11,12537,High,Criminal case; High legal complexity
Sahara_India_Real_Estate_Corp_Ltd_Ors_vs_Securities_Exch_Board_Of_India_Anr_on_31_August_2012_1,civil,IPC,,0,,0,,0,3,1,5,7.05,,,2,86069,High,Civil case
Sajeesh_Babu_K_vs_N_K_Santhosh_Ors_on_19_October_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,2,3969,Low,Criminal case
Salauddin_Ahmed_Anr_vs_Samta_Andolan_on_29_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,3,7655,Low,Criminal case
Samaj_Parivartana_Samudaya_Ors_vs_State_Of_Karnataka_Ors_on_11_May_2012_1,criminal,IPC,,0,,0,,0,3,0,5,4.05,28/61/2009,,3,11361,Medium,Criminal case
Sampath_Kumar_vs_Inspector_Of_Police_Krishnagiri_on_2_March_2012_1,criminal,IPC,"302,324,34",3,"103,118,3",3,,0,10,1,3,8.5,,,9,4081,Critical,Criminal case; 3 IPC sections involved; High legal complexity
Sandeep_vs_State_Of_U_P_on_11_May_2012_1,criminal,IPC,"302,34",2,"103,3",2,,0,10,1,1,7.5,,,8,12409,High,Criminal case; 2 IPC sections involved; High legal complexity
Sandesh_Sainath_Kailash_Abhang_vs_State_Of_Maharashtra_on_13_December_2012_1,criminal,IPC,,0,,0,,0,3,1,1,5.05,,,1,4841,Medium,Criminal case
Sangeetaben_Mahendrabhai_Patel_vs_State_Of_Gujarat_Anr_on_23_April_2012_1,criminal,IPC,"114,201,330,348,406,409,420,71",8,"54,238,120,127,316,316,318,9",8,,0,8,0,5,5.3,21-9-1969,20744.0,29,6252,Medium,Criminal case; 8 IPC sections involved; Pending for 56 years; High legal complexity
Sangeet_Anr_vs_State_Of_Haryana_on_20_November_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,3,12534,High,Criminal case
Sanjeev_Kr_Samrat_vs_National_Insurance_Co_Ltd_And_Ors_on_11_December_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,1,5073,Low,Civil case
Santosh_Devi_vs_National_Insurance_Co_Ltd_Ors_on_23_April_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,1,3623,Low,Criminal case
Sarju_Pershad_vs_Raja_Jwaleshwari_Pratap_Narain_Singh_on_14_November_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,4597,Low,Civil case
Sathya_Narayanan_vs_State_Tr_Insp_Of_Police_on_2_November_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,2,7240,Low,Criminal case
Satish_Batra_vs_Sudhir_Rawal_on_18_October_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,3,3995,Low,Civil case
Satish_Mehra_vs_State_Of_N_C_T_Of_Delhi_And_Anr_on_22_November_2012_1,criminal,IPC,"120b,420,467,468,471",5,"61,318,338,336,340",5,,0,8,1,3,7.8,,,0,5632,High,Criminal case; 5 IPC sections involved
Satyabrata_Sahoo_Ors_vs_State_Of_Orissa_Ors_on_3_August_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,0,6071,Low,Civil case
Satyajit_Ballubhai_Desai_Ors_vs_State_Of_Gujarat_on_20_July_2012_1,civil,IPC,,0,,0,,0,3,1,3,6.05,,,1,4736,High,Civil case
Satya_Jain_D_Ors_vs_Anis_Ahmed_Rushdie_D_Tr_Lrs_Ors_on_3_December_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,6,8248,Low,Civil case; High legal complexity
Sayed_Mohd_Ahmed_Kazmi_vs_State_Gnctd_Ors_on_19_October_2012_1,criminal,IPC,,0,,0,,0,3,1,3,6.05,,,1,4380,High,Criminal case
Seth_Premchand_Satramdas_vs_The_State_Of_Bihar_on_30_November_1950_1,civil,IPC,,0,,0,,0,3,1,1,5.05,,,0,2756,Medium,Civil case
Shahejadkhan_Mahebubkhan_Pathan_vs_State_Of_Gujarat_on_5_October_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,3,4353,Low,Criminal case
Shailendra_Bhardwaj_Ors_vs_Chandra_Pal_Anr_on_21_November_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,1,2718,Low,Civil case
Shanti_Devi_W_O_Shanker_Lal_vs_State_Of_Rajasthan_on_5_October_2012_1,criminal,IPC,,0,,0,,0,3,1,1,5.05,,,2,4694,Medium,Criminal case
Sheodhari_Rai_And_Ors_vs_Suraj_Prasad_Singh_And_Ors_on_1_December_1950_1,civil,IPC,,0,,0,,0,3,1,1,4.55,23-2-1948,28625.0,0,1713,Medium,Civil case; Pending for 78 years
Sheoraj_Singh_Ahlawat_Ors_vs_State_Of_U_P_Anr_on_9_November_2012_1,criminal,IPC,,0,,0,,0,3,1,1,5.05,,,0,4432,Medium,Criminal case
Sheth_Maneklal_Mansukhbhai_vs_Messrs_Hormusji_Jamshedji_on_21_March_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,5141,Low,Civil case
Shreejith_L_vs_Deputy_Director_Education_Kerala_on_3_July_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,6571,Low,Criminal case
Shudhakar_vs_State_Of_M_P_on_24_July_2012_1,criminal,IPC,302,1,103,1,,0,10,0,1,4.0,18-7-1994,11678.0,1,8725,Medium,Criminal case; 1 IPC sections involved; Pending for 31 years
Shyamal_Ghosh_vs_State_Of_West_Bengal_on_11_July_2012_1,criminal,IPC,"149,201,302,34,379",5,"190,238,103,3,303",5,,0,10,1,1,7.5,,,0,18258,High,Criminal case; 5 IPC sections involved
Shyam_Babu_vs_State_Of_U_P_on_7_September_2012_1,criminal,IPC,149,1,190,1,,0,4,0,3,3.4,,,1,3773,Low,Criminal case; 1 IPC sections involved
Society_For_Un_Aided_P_School_Of_Raj_vs_U_O_I_Anr_on_12_April_2012_1,civil,IPC,,0,,0,,0,3,1,5,6.55,15-7-2004,8028.0,1,41771,High,Civil case; Pending for 21 years
Soman_vs_State_Of_Kerala_on_14_December_2012_1,criminal,IPC,,0,,0,,0,3,1,1,4.55,23 May 2005,7716.0,0,5382,Medium,Criminal case; Pending for 21 years
Speaker_Haryana_Vidhan_Sabha_vs_Kuldeep_Bishnoi_Ors_on_28_September_2012_1,civil,IPC,,0,,0,41,1,3,0,3,3.05,,,2,9086,Low,Civil case; 1 CPC sections involved
Sri_Bhagwan_vs_State_Of_U_P_on_6_December_2012_1,criminal,IPC,326,1,118,1,,0,6,0,1,2.6,06/12/2012,4962.0,0,6751,Low,Criminal case; 1 IPC sections involved; Pending for 13 years
Sri_Marcel_Martins_vs_M_Printer_Ors_on_27_April_2012_1,civil,IPC,,0,,0,,0,3,1,1,5.05,,,1,6251,Medium,Civil case
Sri_Ranga_Nilayam_Rama_Krishna_Rao_vs_Kandokori_Chellayamma_Alias_Mangamma_on_17_October_1950_1,civil,IPC,,0,,0,,0,3,0,3,2.55,1-10-1937,32422.0,0,5949,Low,Civil case; Pending for 88 years
State_Of_A_P_Ors_vs_D_Raghukul_Pershad_D_By_Lrs_Ors_on_8_August_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,1,1630,Low,Civil case
State_Of_Bihar_Anr_vs_Arvind_Kumar_Anr_on_23_July_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,2,2472,Low,Criminal case
State_Of_Bombay_vs_Narothamdas_Jethabai_And_Anr_on_20_December_1950_1,civil,IPC,,0,,0,9,1,3,0,3,3.05,,,0,30758,Low,Civil case; 1 CPC sections involved
State_Of_Gujarat_Anr_vs_Manoharsinhji_Pradyumansinhji_Jadeja_on_4_December_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,5,25741,Medium,Civil case
State_Of_Gujarat_Ors_vs_Arvindkumar_T_Tiwari_Anr_on_14_September_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,9,2510,Low,Criminal case; High legal complexity
State_Of_Gujarat_Ors_vs_Essar_Oil_Ltd_Anr_on_17_January_2012_1,civil,IPC,,0,,0,,0,3,1,5,7.05,,,4,9720,High,Civil case
State_Of_Haryana_Ors_vs_Vijay_Singh_Ors_on_22_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,1/95/3515,,1,8873,Low,Criminal case
State_Of_Kerala_Ors_vs_M_S_Mar_Appraem_Kuri_Co_Ltd_Anr_on_8_May_2012_1,civil,IPC,,0,,0,,0,3,0,3,2.55,9-9-1976,18199.0,6,20362,Low,Civil case; Pending for 49 years; High legal complexity
State_Of_Maharashtra_Tr_C_B_I_vs_Balakrishna_Dattatrya_Kumbhar_on_15_October_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,6,2564,Low,Criminal case; High legal complexity
State_Of_Maharashtra_vs_Vishwanath_Maranna_Shetty_on_19_October_2012_1,criminal,IPC,,0,,0,,0,3,1,2,5.55,,,0,6736,Medium,Criminal case
State_Of_M_P_Anr_vs_Ram_Prakash_Singh_Anr_on_10_January_2012_1,criminal,IPC,,0,,0,,0,3,1,5,7.05,,,0,2334,High,Criminal case
State_Of_M_P_Ors_vs_Sandhya_Tomar_Anr_on_13_December_2012_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,10,1900,Low,Civil case; High legal complexity
State_Of_M_P_vs_Rakesh_Kohli_Anr_on_11_May_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,11,7032,Low,Civil case; High legal complexity
State_Of_M_P_vs_Surendra_Kori_on_26_September_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,25/3/2006,7410.0,1,5478,Low,Criminal case; Pending for 20 years
State_Of_N_C_T_Of_Delhi_vs_Ajay_Kumar_Tyagi_on_31_August_2012_1,criminal,IPC,,0,,0,,0,3,0,5,3.55,27-3-1996,11060.0,0,4624,Low,Criminal case; Pending for 30 years
State_Of_Orissa_Ors_vs_Ujjal_Kumar_Burdhan_on_19_March_2012_1,criminal,IPC,,0,,0,,0,3,0,1,1.55,3-10-1997,10505.0,1,2922,Very Low,Criminal case; Pending for 28 years
State_Of_Punjab_vs_Balwinder_Singh_Etc_on_6_January_2012_1,criminal,IPC,"279,304a,337",3,"281,106,125",3,,0,4,1,1,5.4,,,1,2357,Medium,Criminal case; 3 IPC sections involved
State_Of_Punjab_vs_Dalbir_Singh_on_1_February_2012_1,criminal,IPC,,0,,0,,0,3,1,4,6.55,,,1,15262,High,Criminal case
State_Of_Rajasthan_vs_Darshan_Singh_Darshan_Lal_on_21_May_2012_1,criminal,IPC,"120b,201,302,449",4,"61,238,103,332",4,,0,10,1,3,8.5,,,3,4193,Critical,Criminal case; 4 IPC sections involved
State_Of_Rajasthan_vs_Rajkumar_Agarwal_Anr_on_17_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,2.55,10/9/2009,6145.0,1,2949,Low,Criminal case; Pending for 16 years
State_Of_Rajasthan_vs_Vinod_Kumar_on_18_May_2012_1,criminal,IPC,"120b,376",2,"61,65",2,,0,10,1,3,8.5,,,26,4610,Critical,Criminal case; 2 IPC sections involved; High legal complexity
State_Of_Uttarakhand_Prev_U_P_vs_Mohan_Singh_Ors_on_12_September_2012_1,civil,IPC,,0,,0,100,1,3,1,1,5.05,,,2,6724,Medium,Civil case; 1 CPC sections involved
State_Of_U_P_Ors_vs_Ambrish_Tandon_Anr_on_20_January_2012_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,1,1930,Low,Civil case
State_Of_U_P_Ors_vs_Ashok_Kumar_Nigam_on_13_December_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,0,5844,Low,Criminal case
State_Of_U_P_vs_Sanjay_Kumar_on_21_August_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,18,4156,Low,Criminal case; High legal complexity
State_Tr_P_S_Lodhi_Colony_New_Delhi_vs_Sanjeev_Nanda_on_3_August_2012_1,criminal,IPC,"201,299,300,304,304a,338",6,"238,100,101,105,106,125",6,,0,9,0,3,5.15,,,12,20428,Medium,Criminal case; 6 IPC sections involved; High legal complexity
Subramanian_Swamy_vs_A_Raja_on_24_August_2012_1,criminal,IPC,"120b,409,420,468,471",5,"61,316,318,336,340",5,,0,8,0,5,5.8,,,1,14311,Medium,Criminal case; 5 IPC sections involved
Sudevanand_vs_State_Through_Cbi_on_19_January_2012_1,criminal,IPC,"307,4",2,109,1,,0,8,0,3,4.3,6-2-1991,12936.0,0,6479,Medium,Criminal case; 2 IPC sections involved; Pending for 35 years
Sukhdev_Singh_vs_State_Of_Haryana_on_13_December_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,1,5795,Low,Criminal case
Sumit_Tomar_vs_State_Of_Punjab_on_19_October_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,0,2071,Low,Criminal case
Sunil_Clifford_Daniel_vs_State_Of_Punjab_on_14_September_2012_1,criminal,IPC,"201,302",2,"238,103",2,,0,10,0,3,5.5,,,19,8989,Medium,Criminal case; 2 IPC sections involved; High legal complexity
Sunil_Kumar_vs_State_Of_Haryana_on_27_March_2012_1,criminal,IPC,,0,,0,,0,3,0,3,3.05,,,10,2141,Low,Criminal case; High legal complexity
Super_Cassetts_Industries_Ltd_vs_Music_Broadcast_Pvt_Ltd_on_3_May_2012_1,civil,IPC,,0,,0,151,1,3,1,3,6.05,,,2,10878,High,Civil case; 1 CPC sections involved
Surat_Singh_vs_State_Of_Uttaranchal_Anr_on_10_December_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,0,1091,Low,Criminal case
Suresh_Ors_vs_State_Of_Madhya_Pradesh_on_22_November_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,0,5483,Low,Criminal case
Suresh_Sakharam_Nangre_vs_State_Of_Maharashtra_on_21_September_2012_1,criminal,IPC,34,1,3,1,,0,4,0,1,2.4,,,0,3751,Low,Criminal case; 1 IPC sections involved
Surinder_Kumar_vs_State_Of_Punjab_on_21_November_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,0,2938,Low,Criminal case
Surjit_Sarkar_vs_State_Of_West_Bengal_on_4_December_2012_1,criminal,IPC,,0,,0,,0,3,0,1,2.05,,,3,7573,Low,Criminal case
Tejas_Construction_Infras_Pvt_Ltd_vs_Municipal_Council_Sendhwa_Anr_on_4_May_2012_1,civil,IPC,,0,,0,,0,3,0,5,4.05,,,0,5498,Medium,Civil case
The_Bharat_Bank_Ltd_Delhi_vs_Employees_Of_The_Bharat_Bank_on_26_May_1950_1,civil,IPC,,0,,0,,0,3,0,3,3.05,,,0,26117,Low,Civil case
The_Bharat_Bank_Ltd_Delhi_vs_The_Employees_Of_The_Bharat_Bank_Ltd_on_1_March_1950_1,civil,IPC,,0,,0,,0,3,1,3,6.05,,,0,25300,High,Civil case
The_New_Piecegoods_Bazar_Co_vs_The_Commissioner_Of_Income_Tax_Bombay_on_26_May_1950_1,civil,IPC,,0,,0,,0,3,0,1,2.05,,,0,3989,Low,Civil case
